siec,unit,country,year,value
Solid fossil fuels,Percentage,Lithuania,2015,90.642
Solid fossil fuels,Percentage,Lithuania,2016,91.752
Solid fossil fuels,Percentage,Lithuania,2017,107.802
Solid fossil fuels,Percentage,Lithuania,2018,99.009
Solid fossil fuels,Percentage,Lithuania,2019,108.103
Solid fossil fuels,Percentage,Lithuania,2020,87.876
Solid fossil fuels,Percentage,Lithuania,2021,91.868
Solid fossil fuels,Percentage,Lithuania,2022,127.752
Solid fossil fuels,Percentage,Lithuania,2023,89.861
Solid fossil fuels,Percentage,Luxembourg,2000,100.0
Solid fossil fuels,Percentage,Luxembourg,2001,100.0
Solid fossil fuels,Percentage,Luxembourg,2002,100.0
Solid fossil fuels,Percentage,Luxembourg,2003,100.0
Solid fossil fuels,Percentage,Luxembourg,2004,100.0
Solid fossil fuels,Percentage,Luxembourg,2005,100.0
Solid fossil fuels,Percentage,Luxembourg,2006,100.0
Solid fossil fuels,Percentage,Luxembourg,2007,100.0
Solid fossil fuels,Percentage,Luxembourg,2008,100.0
Solid fossil fuels,Percentage,Luxembourg,2009,100.0
Solid fossil fuels,Percentage,Luxembourg,2010,102.227
Solid fossil fuels,Percentage,Luxembourg,2011,98.703
Solid fossil fuels,Percentage,Luxembourg,2012,98.005
Solid fossil fuels,Percentage,Luxembourg,2013,94.572
Solid fossil fuels,Percentage,Luxembourg,2014,106.827
Solid fossil fuels,Percentage,Luxembourg,2015,99.841
Solid fossil fuels,Percentage,Luxembourg,2016,106.764
Solid fossil fuels,Percentage,Luxembourg,2017,96.213
Solid fossil fuels,Percentage,Luxembourg,2018,100.888
Solid fossil fuels,Percentage,Luxembourg,2019,93.136
Solid fossil fuels,Percentage,Luxembourg,2020,112.266
Solid fossil fuels,Percentage,Luxembourg,2021,97.369
Solid fossil fuels,Percentage,Luxembourg,2022,101.511
Solid fossil fuels,Percentage,Luxembourg,2023,99.55
Solid fossil fuels,Percentage,Latvia,2000,84.141
Solid fossil fuels,Percentage,Latvia,2001,70.844
Solid fossil fuels,Percentage,Latvia,2002,100.0
Solid fossil fuels,Percentage,Latvia,2003,122.423
Solid fossil fuels,Percentage,Latvia,2004,96.175
Solid fossil fuels,Percentage,Latvia,2005,97.658
Solid fossil fuels,Percentage,Latvia,2006,122.038
Solid fossil fuels,Percentage,Latvia,2007,92.16
Solid fossil fuels,Percentage,Latvia,2008,99.974
Solid fossil fuels,Percentage,Latvia,2009,94.079
Solid fossil fuels,Percentage,Latvia,2010,106.468
Solid fossil fuels,Percentage,Latvia,2011,102.285
Solid fossil fuels,Percentage,Latvia,2012,99.312
Solid fossil fuels,Percentage,Latvia,2013,91.219
Solid fossil fuels,Percentage,Latvia,2014,77.451
Solid fossil fuels,Percentage,Latvia,2015,85.185
Solid fossil fuels,Percentage,Latvia,2016,85.946
Solid fossil fuels,Percentage,Latvia,2017,88.524
Solid fossil fuels,Percentage,Latvia,2018,91.33
Solid fossil fuels,Percentage,Latvia,2019,110.791
Solid fossil fuels,Percentage,Latvia,2020,89.617
Solid fossil fuels,Percentage,Latvia,2021,93.113
Solid fossil fuels,Percentage,Latvia,2022,193.199
Solid fossil fuels,Percentage,Latvia,2023,87.08
Solid fossil fuels,Percentage,Montenegro,2005,-2.107
Solid fossil fuels,Percentage,Montenegro,2006,-5.034
Solid fossil fuels,Percentage,Montenegro,2007,-2.784
Solid fossil fuels,Percentage,Montenegro,2008,-0.042
Solid fossil fuels,Percentage,Montenegro,2009,-1.947
Solid fossil fuels,Percentage,Montenegro,2010,-2.83
Solid fossil fuels,Percentage,Montenegro,2011,-2.748
Solid fossil fuels,Percentage,Montenegro,2012,-3.118
Solid fossil fuels,Percentage,Montenegro,2013,-1.196
Solid fossil fuels,Percentage,Montenegro,2014,-1.534
Solid fossil fuels,Percentage,Montenegro,2015,-3.081
Solid fossil fuels,Percentage,Montenegro,2016,-2.719
Solid fossil fuels,Percentage,Montenegro,2017,-6.653
Solid fossil fuels,Percentage,Montenegro,2018,-5.621
Solid fossil fuels,Percentage,Montenegro,2019,-7.055
Solid fossil fuels,Percentage,Montenegro,2020,-4.694
Solid fossil fuels,Percentage,Montenegro,2021,-10.576
Solid fossil fuels,Percentage,Montenegro,2022,-16.432
Solid fossil fuels,Percentage,North Macedonia,2000,6.624
Solid fossil fuels,Percentage,North Macedonia,2001,5.57
Solid fossil fuels,Percentage,North Macedonia,2002,5.141
Solid fossil fuels,Percentage,North Macedonia,2003,10.595
Solid fossil fuels,Percentage,North Macedonia,2004,5.943
Solid fossil fuels,Percentage,North Macedonia,2005,7.912
Solid fossil fuels,Percentage,North Macedonia,2006,9.558
Solid fossil fuels,Percentage,North Macedonia,2007,10.506
Solid fossil fuels,Percentage,North Macedonia,2008,10.199
Solid fossil fuels,Percentage,North Macedonia,2009,3.168
Solid fossil fuels,Percentage,North Macedonia,2010,9.29
Solid fossil fuels,Percentage,North Macedonia,2011,9.022
Solid fossil fuels,Percentage,North Macedonia,2012,9.517
Solid fossil fuels,Percentage,North Macedonia,2013,8.607
Solid fossil fuels,Percentage,North Macedonia,2014,11.052
Solid fossil fuels,Percentage,North Macedonia,2015,8.878
Solid fossil fuels,Percentage,North Macedonia,2016,12.743
Solid fossil fuels,Percentage,North Macedonia,2017,9.115
Solid fossil fuels,Percentage,North Macedonia,2018,13.858
Solid fossil fuels,Percentage,North Macedonia,2019,11.742
Solid fossil fuels,Percentage,North Macedonia,2020,10.649
Solid fossil fuels,Percentage,North Macedonia,2021,17.784
Solid fossil fuels,Percentage,North Macedonia,2022,14.86
Solid fossil fuels,Percentage,Malta,2000,0.0
Solid fossil fuels,Percentage,Malta,2001,0.0
Solid fossil fuels,Percentage,Malta,2002,0.0
Solid fossil fuels,Percentage,Malta,2003,0.0
Solid fossil fuels,Percentage,Malta,2004,0.0
Solid fossil fuels,Percentage,Malta,2005,0.0
Solid fossil fuels,Percentage,Malta,2006,0.0
Solid fossil fuels,Percentage,Malta,2007,0.0
Solid fossil fuels,Percentage,Malta,2008,0.0
Solid fossil fuels,Percentage,Malta,2009,0.0
Solid fossil fuels,Percentage,Malta,2010,0.0
Solid fossil fuels,Percentage,Malta,2011,0.0
Solid fossil fuels,Percentage,Malta,2012,0.0
Solid fossil fuels,Percentage,Malta,2013,0.0
Solid fossil fuels,Percentage,Malta,2014,0.0
Solid fossil fuels,Percentage,Malta,2015,0.0
Solid fossil fuels,Percentage,Malta,2016,0.0
Solid fossil fuels,Percentage,Malta,2017,0.0
Solid fossil fuels,Percentage,Malta,2018,0.0
Solid fossil fuels,Percentage,Malta,2019,0.0
Solid fossil fuels,Percentage,Malta,2020,0.0
Solid fossil fuels,Percentage,Malta,2021,0.0
Solid fossil fuels,Percentage,Malta,2022,0.0
Solid fossil fuels,Percentage,Malta,2023,0.0
Solid fossil fuels,Percentage,Netherlands,2000,99.394
Solid fossil fuels,Percentage,Netherlands,2001,100.349
Solid fossil fuels,Percentage,Netherlands,2002,99.686
Solid fossil fuels,Percentage,Netherlands,2003,98.886
Solid fossil fuels,Percentage,Netherlands,2004,101.018
Solid fossil fuels,Percentage,Netherlands,2005,101.267
Solid fossil fuels,Percentage,Netherlands,2006,98.685
Solid fossil fuels,Percentage,Netherlands,2007,100.646
Solid fossil fuels,Percentage,Netherlands,2008,99.178
Solid fossil fuels,Percentage,Netherlands,2009,97.889
Solid fossil fuels,Percentage,Netherlands,2010,101.38
Solid fossil fuels,Percentage,Netherlands,2011,100.911
Solid fossil fuels,Percentage,Netherlands,2012,98.932
Solid fossil fuels,Percentage,Netherlands,2013,97.604
Solid fossil fuels,Percentage,Netherlands,2014,102.585
Solid fossil fuels,Percentage,Netherlands,2015,96.56
Solid fossil fuels,Percentage,Netherlands,2016,99.554
Solid fossil fuels,Percentage,Netherlands,2017,100.793
Solid fossil fuels,Percentage,Netherlands,2018,99.816
Solid fossil fuels,Percentage,Netherlands,2019,102.148
Solid fossil fuels,Percentage,Netherlands,2020,91.911
Solid fossil fuels,Percentage,Netherlands,2021,99.584
Solid fossil fuels,Percentage,Netherlands,2022,102.133
Solid fossil fuels,Percentage,Netherlands,2023,102.381
Solid fossil fuels,Percentage,Norway,2000,57.071
Solid fossil fuels,Percentage,Norway,2001,-13.307
Solid fossil fuels,Percentage,Norway,2002,-84.253
Solid fossil fuels,Percentage,Norway,2003,-139.527
Solid fossil fuels,Percentage,Norway,2004,-109.405
Solid fossil fuels,Percentage,Norway,2005,-53.076
Solid fossil fuels,Percentage,Norway,2006,-126.196
Solid fossil fuels,Percentage,Norway,2007,-192.851
Solid fossil fuels,Percentage,Norway,2008,-175.224
Solid fossil fuels,Percentage,Norway,2009,-202.112
Solid fossil fuels,Percentage,Norway,2010,-50.207
Solid fossil fuels,Percentage,Norway,2011,-26.293
Solid fossil fuels,Percentage,Norway,2012,-6.527
Solid fossil fuels,Percentage,Norway,2013,-86.761
Solid fossil fuels,Percentage,Norway,2014,-30.44
Solid fossil fuels,Percentage,Norway,2015,0.17
Solid fossil fuels,Percentage,Norway,2016,15.951
Solid fossil fuels,Percentage,Norway,2017,88.9
Solid fossil fuels,Percentage,Norway,2018,86.021
Solid fossil fuels,Percentage,Norway,2019,90.445
Solid fossil fuels,Percentage,Norway,2020,92.151
Solid fossil fuels,Percentage,Norway,2021,90.093
Solid fossil fuels,Percentage,Norway,2022,93.272
Solid fossil fuels,Percentage,Poland,2000,-28.977
Solid fossil fuels,Percentage,Poland,2001,-29.268
Solid fossil fuels,Percentage,Poland,2002,-28.418
Solid fossil fuels,Percentage,Poland,2003,-26.188
Solid fossil fuels,Percentage,Poland,2004,-27.598
Solid fossil fuels,Percentage,Poland,2005,-23.767
Solid fossil fuels,Percentage,Poland,2006,-21.464
Solid fossil fuels,Percentage,Poland,2007,-15.272
Solid fossil fuels,Percentage,Poland,2008,-6.523
Solid fossil fuels,Percentage,Poland,2009,-5.166
Solid fossil fuels,Percentage,Poland,2010,-4.964
Solid fossil fuels,Percentage,Poland,2011,-0.999
Solid fossil fuels,Percentage,Poland,2012,-6.437
Solid fossil fuels,Percentage,Poland,2013,-10.173
Solid fossil fuels,Percentage,Poland,2014,-8.565
Solid fossil fuels,Percentage,Poland,2015,-11.436
Solid fossil fuels,Percentage,Poland,2016,-11.704
Solid fossil fuels,Percentage,Poland,2017,-2.963
Solid fossil fuels,Percentage,Poland,2018,8.227
Solid fossil fuels,Percentage,Poland,2019,6.018
Solid fossil fuels,Percentage,Poland,2020,0.334
Solid fossil fuels,Percentage,Poland,2021,-3.613
Solid fossil fuels,Percentage,Poland,2022,7.964
Solid fossil fuels,Percentage,Poland,2023,5.014
Solid fossil fuels,Percentage,Portugal,2000,102.868
Solid fossil fuels,Percentage,Portugal,2001,92.953
Solid fossil fuels,Percentage,Portugal,2002,99.944
Solid fossil fuels,Percentage,Portugal,2003,99.726
Solid fossil fuels,Percentage,Portugal,2004,95.207
Solid fossil fuels,Percentage,Portugal,2005,96.301
Solid fossil fuels,Percentage,Portugal,2006,105.555
Solid fossil fuels,Percentage,Portugal,2007,100.504
Solid fossil fuels,Percentage,Portugal,2008,91.148
Solid fossil fuels,Percentage,Portugal,2009,106.755
Solid fossil fuels,Percentage,Portugal,2010,98.289
Solid fossil fuels,Percentage,Portugal,2011,97.244
Solid fossil fuels,Percentage,Portugal,2012,103.324
Solid fossil fuels,Percentage,Portugal,2013,95.416
Solid fossil fuels,Percentage,Portugal,2014,96.886
Solid fossil fuels,Percentage,Portugal,2015,98.477
Solid fossil fuels,Percentage,Portugal,2016,102.301
Solid fossil fuels,Percentage,Portugal,2017,105.604
Solid fossil fuels,Percentage,Portugal,2018,98.914
Solid fossil fuels,Percentage,Portugal,2019,122.131
Solid fossil fuels,Percentage,Portugal,2020,-6.515
Solid fossil fuels,Percentage,Portugal,2021,4.538
Solid fossil fuels,Percentage,Portugal,2022,107.409
Solid fossil fuels,Percentage,Portugal,2023,81.213
Solid fossil fuels,Percentage,Romania,2000,25.506
Solid fossil fuels,Percentage,Romania,2001,29.796
Solid fossil fuels,Percentage,Romania,2002,31.338
Solid fossil fuels,Percentage,Romania,2003,28.396
Solid fossil fuels,Percentage,Romania,2004,32.971
Solid fossil fuels,Percentage,Romania,2005,33.173
Solid fossil fuels,Percentage,Romania,2006,28.334
Solid fossil fuels,Percentage,Romania,2007,34.231
Solid fossil fuels,Percentage,Romania,2008,26.471
Solid fossil fuels,Percentage,Romania,2009,13.245
Solid fossil fuels,Percentage,Romania,2010,16.86
Solid fossil fuels,Percentage,Romania,2011,13.312
Solid fossil fuels,Percentage,Romania,2012,16.163
Solid fossil fuels,Percentage,Romania,2013,18.246
Solid fossil fuels,Percentage,Romania,2014,16.643
Solid fossil fuels,Percentage,Romania,2015,16.658
Solid fossil fuels,Percentage,Romania,2016,19.478
Solid fossil fuels,Percentage,Romania,2017,18.364
Solid fossil fuels,Percentage,Romania,2018,17.562
Solid fossil fuels,Percentage,Romania,2019,22.038
Solid fossil fuels,Percentage,Romania,2020,22.0
Solid fossil fuels,Percentage,Romania,2021,23.206
Solid fossil fuels,Percentage,Romania,2022,19.956
Solid fossil fuels,Percentage,Romania,2023,12.984
Solid fossil fuels,Percentage,Serbia,2000,3.396
Solid fossil fuels,Percentage,Serbia,2001,1.93
Solid fossil fuels,Percentage,Serbia,2002,1.894
Solid fossil fuels,Percentage,Serbia,2003,3.436
Solid fossil fuels,Percentage,Serbia,2004,5.336
Solid fossil fuels,Percentage,Serbia,2005,8.153
Solid fossil fuels,Percentage,Serbia,2006,10.402
Solid fossil fuels,Percentage,Serbia,2007,8.382
Solid fossil fuels,Percentage,Serbia,2008,9.535
Solid fossil fuels,Percentage,Serbia,2009,7.287
Solid fossil fuels,Percentage,Serbia,2010,9.364
Solid fossil fuels,Percentage,Serbia,2011,9.067
Solid fossil fuels,Percentage,Serbia,2012,5.31
Solid fossil fuels,Percentage,Serbia,2013,3.472
Solid fossil fuels,Percentage,Serbia,2014,7.497
Solid fossil fuels,Percentage,Serbia,2015,8.035
Solid fossil fuels,Percentage,Serbia,2016,7.89
Solid fossil fuels,Percentage,Serbia,2017,8.506
Solid fossil fuels,Percentage,Serbia,2018,10.113
Solid fossil fuels,Percentage,Serbia,2019,10.466
Solid fossil fuels,Percentage,Serbia,2020,6.511
Solid fossil fuels,Percentage,Serbia,2021,9.529
Solid fossil fuels,Percentage,Serbia,2022,13.827
Solid fossil fuels,Percentage,Sweden,2000,105.363
Solid fossil fuels,Percentage,Sweden,2001,95.767
Solid fossil fuels,Percentage,Sweden,2002,91.3
Solid fossil fuels,Percentage,Sweden,2003,106.855
Solid fossil fuels,Percentage,Sweden,2004,97.717
Solid fossil fuels,Percentage,Sweden,2005,105.92
Solid fossil fuels,Percentage,Sweden,2006,93.079
Solid fossil fuels,Percentage,Sweden,2007,98.299
Solid fossil fuels,Percentage,Sweden,2008,104.41
Solid fossil fuels,Percentage,Sweden,2009,76.985
Solid fossil fuels,Percentage,Sweden,2010,113.726
Solid fossil fuels,Percentage,Sweden,2011,103.684
Solid fossil fuels,Percentage,Sweden,2012,82.551
Solid fossil fuels,Percentage,Sweden,2013,89.742
Solid fossil fuels,Percentage,Sweden,2014,101.198
Solid fossil fuels,Percentage,Sweden,2015,97.375
Solid fossil fuels,Percentage,Sweden,2016,115.743
Solid fossil fuels,Percentage,Sweden,2017,101.303
Solid fossil fuels,Percentage,Sweden,2018,100.52
Solid fossil fuels,Percentage,Sweden,2019,103.209
Solid fossil fuels,Percentage,Sweden,2020,98.812
Solid fossil fuels,Percentage,Sweden,2021,94.197
Solid fossil fuels,Percentage,Sweden,2022,104.724
Solid fossil fuels,Percentage,Sweden,2023,96.38
Solid fossil fuels,Percentage,Slovenia,2000,18.774
Solid fossil fuels,Percentage,Slovenia,2001,18.534
Solid fossil fuels,Percentage,Slovenia,2002,19.596
Solid fossil fuels,Percentage,Slovenia,2003,20.401
Solid fossil fuels,Percentage,Slovenia,2004,21.864
Solid fossil fuels,Percentage,Slovenia,2005,20.998
Solid fossil fuels,Percentage,Slovenia,2006,20.042
Solid fossil fuels,Percentage,Slovenia,2007,20.639
Solid fossil fuels,Percentage,Slovenia,2008,28.745
Solid fossil fuels,Percentage,Slovenia,2009,17.882
Solid fossil fuels,Percentage,Slovenia,2010,19.259
Solid fossil fuels,Percentage,Slovenia,2011,17.532
Solid fossil fuels,Percentage,Slovenia,2012,21.547
Solid fossil fuels,Percentage,Slovenia,2013,19.5
Solid fossil fuels,Percentage,Slovenia,2014,21.564
Solid fossil fuels,Percentage,Slovenia,2015,19.108
Solid fossil fuels,Percentage,Slovenia,2016,17.26
Solid fossil fuels,Percentage,Slovenia,2017,17.357
Solid fossil fuels,Percentage,Slovenia,2018,18.875
Solid fossil fuels,Percentage,Slovenia,2019,20.082
Solid fossil fuels,Percentage,Slovenia,2020,17.745
Solid fossil fuels,Percentage,Slovenia,2021,10.975
Solid fossil fuels,Percentage,Slovenia,2022,28.135
Solid fossil fuels,Percentage,Slovenia,2023,26.97
Solid fossil fuels,Percentage,Slovakia,2000,80.195
Solid fossil fuels,Percentage,Slovakia,2001,77.948
Solid fossil fuels,Percentage,Slovakia,2002,77.075
Solid fossil fuels,Percentage,Slovakia,2003,79.641
Solid fossil fuels,Percentage,Slovakia,2004,83.129
Solid fossil fuels,Percentage,Slovakia,2005,88.348
Solid fossil fuels,Percentage,Slovakia,2006,80.839
Solid fossil fuels,Percentage,Slovakia,2007,95.439
Solid fossil fuels,Percentage,Slovakia,2008,85.91
Solid fossil fuels,Percentage,Slovakia,2009,83.068
Solid fossil fuels,Percentage,Slovakia,2010,75.736
Solid fossil fuels,Percentage,Slovakia,2011,81.717
Solid fossil fuels,Percentage,Slovakia,2012,89.659
Solid fossil fuels,Percentage,Slovakia,2013,80.604
Solid fossil fuels,Percentage,Slovakia,2014,83.33
Solid fossil fuels,Percentage,Slovakia,2015,84.537
Solid fossil fuels,Percentage,Slovakia,2016,83.26
Solid fossil fuels,Percentage,Slovakia,2017,87.818
Solid fossil fuels,Percentage,Slovakia,2018,91.865
Solid fossil fuels,Percentage,Slovakia,2019,92.216
Solid fossil fuels,Percentage,Slovakia,2020,86.166
Solid fossil fuels,Percentage,Slovakia,2021,88.106
Solid fossil fuels,Percentage,Slovakia,2022,96.073
Solid fossil fuels,Percentage,Slovakia,2023,90.421
Solid fossil fuels,Percentage,Türkiye,2000,39.1
Solid fossil fuels,Percentage,Türkiye,2001,29.835
Solid fossil fuels,Percentage,Türkiye,2002,41.659
Solid fossil fuels,Percentage,Türkiye,2003,49.516
Solid fossil fuels,Percentage,Türkiye,2004,50.1
Solid fossil fuels,Percentage,Türkiye,2005,51.942
Solid fossil fuels,Percentage,Türkiye,2006,51.687
Solid fossil fuels,Percentage,Türkiye,2007,49.432
Solid fossil fuels,Percentage,Türkiye,2008,43.987
Solid fossil fuels,Percentage,Türkiye,2009,44.221
Solid fossil fuels,Percentage,Türkiye,2010,47.113
Solid fossil fuels,Percentage,Türkiye,2011,47.294
Solid fossil fuels,Percentage,Türkiye,2012,56.068
Solid fossil fuels,Percentage,Türkiye,2013,58.551
Solid fossil fuels,Percentage,Türkiye,2014,57.064
Solid fossil fuels,Percentage,Türkiye,2015,63.181
Solid fossil fuels,Percentage,Türkiye,2016,61.733
Solid fossil fuels,Percentage,Türkiye,2017,61.706
Solid fossil fuels,Percentage,Türkiye,2018,59.601
Solid fossil fuels,Percentage,Türkiye,2019,57.745
Solid fossil fuels,Percentage,Türkiye,2020,63.656
Solid fossil fuels,Percentage,Türkiye,2021,57.15
Solid fossil fuels,Percentage,Türkiye,2022,46.979
Solid fossil fuels,Percentage,United Kingdom,2000,39.599
Solid fossil fuels,Percentage,United Kingdom,2001,55.903
