country,year,incgrp,value,source
Slovenia,2005,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Slovenia,2006,Below 60% of median equivalised income,8.0,ESTAT:SDG_16_20(1.0)
Slovenia,2007,Below 60% of median equivalised income,10.0,ESTAT:SDG_16_20(1.0)
Slovenia,2008,Below 60% of median equivalised income,8.3,ESTAT:SDG_16_20(1.0)
Slovenia,2009,Below 60% of median equivalised income,11.6,ESTAT:SDG_16_20(1.0)
Slovenia,2010,Below 60% of median equivalised income,7.9,ESTAT:SDG_16_20(1.0)
Slovenia,2011,Below 60% of median equivalised income,7.2,ESTAT:SDG_16_20(1.0)
Slovenia,2012,Below 60% of median equivalised income,7.3,ESTAT:SDG_16_20(1.0)
Slovenia,2013,Below 60% of median equivalised income,7.7,ESTAT:SDG_16_20(1.0)
Slovenia,2014,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Slovenia,2015,Below 60% of median equivalised income,8.0,ESTAT:SDG_16_20(1.0)
Slovenia,2016,Below 60% of median equivalised income,7.6,ESTAT:SDG_16_20(1.0)
Slovenia,2017,Below 60% of median equivalised income,6.3,ESTAT:SDG_16_20(1.0)
Slovenia,2018,Below 60% of median equivalised income,6.4,ESTAT:SDG_16_20(1.0)
Slovenia,2019,Below 60% of median equivalised income,6.3,ESTAT:SDG_16_20(1.0)
Slovenia,2020,Below 60% of median equivalised income,7.6,ESTAT:SDG_16_20(1.0)
Slovenia,2023,Below 60% of median equivalised income,6.7,ESTAT:SDG_16_20(1.0)
Slovakia,2005,Below 60% of median equivalised income,8.9,ESTAT:SDG_16_20(1.0)
Slovakia,2006,Below 60% of median equivalised income,7.9,ESTAT:SDG_16_20(1.0)
Slovakia,2007,Below 60% of median equivalised income,7.5,ESTAT:SDG_16_20(1.0)
Slovakia,2008,Below 60% of median equivalised income,11.5,ESTAT:SDG_16_20(1.0)
Slovakia,2009,Below 60% of median equivalised income,11.4,ESTAT:SDG_16_20(1.0)
Slovakia,2010,Below 60% of median equivalised income,8.9,ESTAT:SDG_16_20(1.0)
Slovakia,2011,Below 60% of median equivalised income,10.7,ESTAT:SDG_16_20(1.0)
Slovakia,2012,Below 60% of median equivalised income,9.4,ESTAT:SDG_16_20(1.0)
Slovakia,2013,Below 60% of median equivalised income,11.7,ESTAT:SDG_16_20(1.0)
Slovakia,2014,Below 60% of median equivalised income,10.6,ESTAT:SDG_16_20(1.0)
Slovakia,2015,Below 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Slovakia,2016,Below 60% of median equivalised income,9.8,ESTAT:SDG_16_20(1.0)
Slovakia,2017,Below 60% of median equivalised income,8.8,ESTAT:SDG_16_20(1.0)
Slovakia,2018,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Slovakia,2019,Below 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Slovakia,2020,Below 60% of median equivalised income,7.2,ESTAT:SDG_16_20(1.0)
Slovakia,2023,Below 60% of median equivalised income,9.3,ESTAT:SDG_16_20(1.0)
Türkiye,2006,Below 60% of median equivalised income,15.5,ESTAT:SDG_16_20(1.0)
Türkiye,2007,Below 60% of median equivalised income,12.8,ESTAT:SDG_16_20(1.0)
Türkiye,2008,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Türkiye,2009,Below 60% of median equivalised income,10.1,ESTAT:SDG_16_20(1.0)
Türkiye,2011,Below 60% of median equivalised income,10.4,ESTAT:SDG_16_20(1.0)
Türkiye,2012,Below 60% of median equivalised income,7.5,ESTAT:SDG_16_20(1.0)
Türkiye,2013,Below 60% of median equivalised income,8.9,ESTAT:SDG_16_20(1.0)
Türkiye,2014,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Türkiye,2015,Below 60% of median equivalised income,11.9,ESTAT:SDG_16_20(1.0)
Türkiye,2016,Below 60% of median equivalised income,12.0,ESTAT:SDG_16_20(1.0)
Türkiye,2017,Below 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Türkiye,2018,Below 60% of median equivalised income,9.8,ESTAT:SDG_16_20(1.0)
Türkiye,2019,Below 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Türkiye,2020,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Türkiye,2023,Below 60% of median equivalised income,9.9,ESTAT:SDG_16_20(1.0)
United Kingdom,2005,Below 60% of median equivalised income,32.3,ESTAT:SDG_16_20(1.0)
United Kingdom,2006,Below 60% of median equivalised income,32.7,ESTAT:SDG_16_20(1.0)
United Kingdom,2007,Below 60% of median equivalised income,28.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2008,Below 60% of median equivalised income,27.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2009,Below 60% of median equivalised income,28.3,ESTAT:SDG_16_20(1.0)
United Kingdom,2010,Below 60% of median equivalised income,27.5,ESTAT:SDG_16_20(1.0)
United Kingdom,2011,Below 60% of median equivalised income,24.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2012,Below 60% of median equivalised income,26.2,ESTAT:SDG_16_20(1.0)
United Kingdom,2013,Below 60% of median equivalised income,20.8,ESTAT:SDG_16_20(1.0)
United Kingdom,2014,Below 60% of median equivalised income,22.2,ESTAT:SDG_16_20(1.0)
United Kingdom,2015,Below 60% of median equivalised income,23.8,ESTAT:SDG_16_20(1.0)
United Kingdom,2016,Below 60% of median equivalised income,20.9,ESTAT:SDG_16_20(1.0)
United Kingdom,2017,Below 60% of median equivalised income,23.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2018,Below 60% of median equivalised income,25.7,ESTAT:SDG_16_20(1.0)
Kosovo*,2018,Below 60% of median equivalised income,1.7,ESTAT:SDG_16_20(1.0)
Albania,2017,Total,0.6,ESTAT:SDG_16_20(1.0)
Albania,2018,Total,1.1,ESTAT:SDG_16_20(1.0)
Albania,2019,Total,0.7,ESTAT:SDG_16_20(1.0)
Albania,2020,Total,0.7,ESTAT:SDG_16_20(1.0)
Austria,2004,Total,9.8,ESTAT:SDG_16_20(1.0)
Austria,2005,Total,12.4,ESTAT:SDG_16_20(1.0)
Austria,2006,Total,12.1,ESTAT:SDG_16_20(1.0)
Austria,2007,Total,11.4,ESTAT:SDG_16_20(1.0)
Austria,2008,Total,11.0,ESTAT:SDG_16_20(1.0)
Austria,2009,Total,15.1,ESTAT:SDG_16_20(1.0)
Austria,2010,Total,13.4,ESTAT:SDG_16_20(1.0)
Austria,2011,Total,12.1,ESTAT:SDG_16_20(1.0)
Austria,2012,Total,11.7,ESTAT:SDG_16_20(1.0)
Austria,2013,Total,11.3,ESTAT:SDG_16_20(1.0)
Austria,2014,Total,13.4,ESTAT:SDG_16_20(1.0)
Austria,2015,Total,12.9,ESTAT:SDG_16_20(1.0)
Austria,2016,Total,12.4,ESTAT:SDG_16_20(1.0)
Austria,2017,Total,10.9,ESTAT:SDG_16_20(1.0)
Austria,2018,Total,9.7,ESTAT:SDG_16_20(1.0)
Austria,2019,Total,8.4,ESTAT:SDG_16_20(1.0)
Austria,2020,Total,5.7,ESTAT:SDG_16_20(1.0)
Austria,2023,Total,7.0,ESTAT:SDG_16_20(1.0)
Belgium,2003,Total,20.1,ESTAT:SDG_16_20(1.0)
Belgium,2004,Total,19.6,ESTAT:SDG_16_20(1.0)
Belgium,2005,Total,17.5,ESTAT:SDG_16_20(1.0)
Belgium,2006,Total,18.0,ESTAT:SDG_16_20(1.0)
Belgium,2007,Total,17.3,ESTAT:SDG_16_20(1.0)
Belgium,2008,Total,15.8,ESTAT:SDG_16_20(1.0)
Belgium,2009,Total,16.9,ESTAT:SDG_16_20(1.0)
Belgium,2010,Total,17.5,ESTAT:SDG_16_20(1.0)
Belgium,2011,Total,15.6,ESTAT:SDG_16_20(1.0)
Belgium,2012,Total,14.5,ESTAT:SDG_16_20(1.0)
Belgium,2013,Total,19.4,ESTAT:SDG_16_20(1.0)
Belgium,2014,Total,16.2,ESTAT:SDG_16_20(1.0)
Belgium,2015,Total,16.1,ESTAT:SDG_16_20(1.0)
Belgium,2016,Total,13.3,ESTAT:SDG_16_20(1.0)
Belgium,2017,Total,12.4,ESTAT:SDG_16_20(1.0)
Belgium,2018,Total,12.3,ESTAT:SDG_16_20(1.0)
Belgium,2019,Total,13.3,ESTAT:SDG_16_20(1.0)
Belgium,2020,Total,10.8,ESTAT:SDG_16_20(1.0)
Belgium,2023,Total,12.5,ESTAT:SDG_16_20(1.0)
Bulgaria,2005,Total,24.5,ESTAT:SDG_16_20(1.0)
Bulgaria,2006,Total,24.5,ESTAT:SDG_16_20(1.0)
Bulgaria,2007,Total,27.6,ESTAT:SDG_16_20(1.0)
Bulgaria,2008,Total,24.7,ESTAT:SDG_16_20(1.0)
Bulgaria,2009,Total,28.6,ESTAT:SDG_16_20(1.0)
Bulgaria,2010,Total,27.7,ESTAT:SDG_16_20(1.0)
Bulgaria,2011,Total,27.2,ESTAT:SDG_16_20(1.0)
Bulgaria,2012,Total,26.9,ESTAT:SDG_16_20(1.0)
Bulgaria,2013,Total,25.8,ESTAT:SDG_16_20(1.0)
Bulgaria,2014,Total,26.8,ESTAT:SDG_16_20(1.0)
Bulgaria,2015,Total,26.3,ESTAT:SDG_16_20(1.0)
Bulgaria,2016,Total,25.0,ESTAT:SDG_16_20(1.0)
Bulgaria,2017,Total,23.6,ESTAT:SDG_16_20(1.0)
Bulgaria,2018,Total,21.8,ESTAT:SDG_16_20(1.0)
Bulgaria,2019,Total,20.2,ESTAT:SDG_16_20(1.0)
Bulgaria,2020,Total,19.1,ESTAT:SDG_16_20(1.0)
Bulgaria,2023,Total,15.6,ESTAT:SDG_16_20(1.0)
Switzerland,2007,Total,12.7,ESTAT:SDG_16_20(1.0)
Switzerland,2008,Total,12.2,ESTAT:SDG_16_20(1.0)
Switzerland,2009,Total,12.0,ESTAT:SDG_16_20(1.0)
Switzerland,2010,Total,13.6,ESTAT:SDG_16_20(1.0)
Switzerland,2011,Total,12.3,ESTAT:SDG_16_20(1.0)
Switzerland,2012,Total,16.5,ESTAT:SDG_16_20(1.0)
Switzerland,2013,Total,14.5,ESTAT:SDG_16_20(1.0)
Switzerland,2014,Total,14.7,ESTAT:SDG_16_20(1.0)
Switzerland,2015,Total,11.9,ESTAT:SDG_16_20(1.0)
Switzerland,2016,Total,10.9,ESTAT:SDG_16_20(1.0)
Switzerland,2017,Total,9.1,ESTAT:SDG_16_20(1.0)
Switzerland,2018,Total,7.9,ESTAT:SDG_16_20(1.0)
Switzerland,2019,Total,7.1,ESTAT:SDG_16_20(1.0)
Switzerland,2020,Total,7.2,ESTAT:SDG_16_20(1.0)
Switzerland,2023,Total,8.5,ESTAT:SDG_16_20(1.0)
Cyprus,2005,Total,8.9,ESTAT:SDG_16_20(1.0)
Cyprus,2006,Total,12.9,ESTAT:SDG_16_20(1.0)
Cyprus,2007,Total,13.6,ESTAT:SDG_16_20(1.0)
Cyprus,2008,Total,10.1,ESTAT:SDG_16_20(1.0)
Cyprus,2009,Total,8.3,ESTAT:SDG_16_20(1.0)
Cyprus,2010,Total,12.7,ESTAT:SDG_16_20(1.0)
Cyprus,2011,Total,15.0,ESTAT:SDG_16_20(1.0)
Cyprus,2012,Total,15.5,ESTAT:SDG_16_20(1.0)
Cyprus,2013,Total,15.3,ESTAT:SDG_16_20(1.0)
Cyprus,2014,Total,11.9,ESTAT:SDG_16_20(1.0)
Cyprus,2015,Total,12.0,ESTAT:SDG_16_20(1.0)
Cyprus,2016,Total,9.8,ESTAT:SDG_16_20(1.0)
Cyprus,2017,Total,12.5,ESTAT:SDG_16_20(1.0)
Cyprus,2018,Total,13.9,ESTAT:SDG_16_20(1.0)
Cyprus,2019,Total,12.7,ESTAT:SDG_16_20(1.0)
Cyprus,2020,Total,10.4,ESTAT:SDG_16_20(1.0)
Cyprus,2023,Total,9.7,ESTAT:SDG_16_20(1.0)
Czechia,2005,Total,16.5,ESTAT:SDG_16_20(1.0)
Czechia,2006,Total,14.3,ESTAT:SDG_16_20(1.0)
Czechia,2007,Total,13.1,ESTAT:SDG_16_20(1.0)
Czechia,2008,Total,13.9,ESTAT:SDG_16_20(1.0)
Czechia,2009,Total,17.9,ESTAT:SDG_16_20(1.0)
Czechia,2010,Total,15.4,ESTAT:SDG_16_20(1.0)
Czechia,2011,Total,15.0,ESTAT:SDG_16_20(1.0)
Czechia,2012,Total,13.2,ESTAT:SDG_16_20(1.0)
Czechia,2013,Total,13.9,ESTAT:SDG_16_20(1.0)
Czechia,2014,Total,13.5,ESTAT:SDG_16_20(1.0)
Czechia,2015,Total,12.0,ESTAT:SDG_16_20(1.0)
Czechia,2016,Total,11.7,ESTAT:SDG_16_20(1.0)
Czechia,2017,Total,9.3,ESTAT:SDG_16_20(1.0)
Czechia,2018,Total,7.9,ESTAT:SDG_16_20(1.0)
Czechia,2019,Total,7.8,ESTAT:SDG_16_20(1.0)
Czechia,2020,Total,6.1,ESTAT:SDG_16_20(1.0)
Czechia,2023,Total,6.6,ESTAT:SDG_16_20(1.0)
Germany,2005,Total,9.8,ESTAT:SDG_16_20(1.0)
Germany,2006,Total,12.6,ESTAT:SDG_16_20(1.0)
Germany,2007,Total,12.4,ESTAT:SDG_16_20(1.0)
Germany,2008,Total,13.0,ESTAT:SDG_16_20(1.0)
Germany,2009,Total,12.7,ESTAT:SDG_16_20(1.0)
Germany,2010,Total,12.0,ESTAT:SDG_16_20(1.0)
Germany,2011,Total,12.9,ESTAT:SDG_16_20(1.0)
Germany,2012,Total,12.5,ESTAT:SDG_16_20(1.0)
Germany,2013,Total,13.5,ESTAT:SDG_16_20(1.0)
Germany,2014,Total,13.1,ESTAT:SDG_16_20(1.0)
Germany,2015,Total,13.8,ESTAT:SDG_16_20(1.0)
Germany,2016,Total,14.1,ESTAT:SDG_16_20(1.0)
Germany,2017,Total,14.2,ESTAT:SDG_16_20(1.0)
Germany,2018,Total,13.3,ESTAT:SDG_16_20(1.0)
Germany,2019,Total,13.1,ESTAT:SDG_16_20(1.0)
Germany,2020,Total,8.2,ESTAT:SDG_16_20(1.0)
Germany,2023,Total,10.7,ESTAT:SDG_16_20(1.0)
Denmark,2003,Total,10.0,ESTAT:SDG_16_20(1.0)
Denmark,2004,Total,14.2,ESTAT:SDG_16_20(1.0)
Denmark,2005,Total,14.0,ESTAT:SDG_16_20(1.0)
Denmark,2006,Total,13.6,ESTAT:SDG_16_20(1.0)
Denmark,2007,Total,14.0,ESTAT:SDG_16_20(1.0)
Denmark,2008,Total,16.2,ESTAT:SDG_16_20(1.0)
Denmark,2009,Total,16.5,ESTAT:SDG_16_20(1.0)
Denmark,2010,Total,14.2,ESTAT:SDG_16_20(1.0)
Denmark,2011,Total,15.7,ESTAT:SDG_16_20(1.0)
Denmark,2012,Total,9.9,ESTAT:SDG_16_20(1.0)
Denmark,2013,Total,9.2,ESTAT:SDG_16_20(1.0)
Denmark,2014,Total,9.1,ESTAT:SDG_16_20(1.0)
Denmark,2015,Total,7.7,ESTAT:SDG_16_20(1.0)
Denmark,2016,Total,8.4,ESTAT:SDG_16_20(1.0)
Denmark,2017,Total,7.8,ESTAT:SDG_16_20(1.0)
Denmark,2018,Total,7.4,ESTAT:SDG_16_20(1.0)
Denmark,2019,Total,7.5,ESTAT:SDG_16_20(1.0)
Denmark,2020,Total,7.3,ESTAT:SDG_16_20(1.0)
Denmark,2023,Total,6.3,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2005,Total,14.4,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2006,Total,14.8,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2007,Total,14.9,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2008,Total,13.8,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2009,Total,15.1,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2010,Total,13.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2011,Total,13.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2012,Total,13.4,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2013,Total,14.9,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2014,Total,14.4,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2015,Total,14.1,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2016,Total,13.1,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2017,Total,12.3,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2018,Total,12.3,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2019,Total,12.0,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2020,Total,11.8,ESTAT:SDG_16_20(1.0)
Euro area – 20 countries (from 2023),2023,Total,11.3,ESTAT:SDG_16_20(1.0)
Estonia,2004,Total,27.8,ESTAT:SDG_16_20(1.0)
Estonia,2005,Total,23.2,ESTAT:SDG_16_20(1.0)
Estonia,2006,Total,20.1,ESTAT:SDG_16_20(1.0)
Estonia,2007,Total,21.4,ESTAT:SDG_16_20(1.0)
Estonia,2008,Total,17.2,ESTAT:SDG_16_20(1.0)
Estonia,2009,Total,19.3,ESTAT:SDG_16_20(1.0)
Estonia,2010,Total,18.0,ESTAT:SDG_16_20(1.0)
Estonia,2011,Total,14.5,ESTAT:SDG_16_20(1.0)
Estonia,2012,Total,15.7,ESTAT:SDG_16_20(1.0)
Estonia,2013,Total,12.3,ESTAT:SDG_16_20(1.0)
Estonia,2014,Total,12.3,ESTAT:SDG_16_20(1.0)
Estonia,2015,Total,11.8,ESTAT:SDG_16_20(1.0)
Estonia,2016,Total,9.2,ESTAT:SDG_16_20(1.0)
Estonia,2017,Total,7.3,ESTAT:SDG_16_20(1.0)
Estonia,2018,Total,7.4,ESTAT:SDG_16_20(1.0)
Estonia,2019,Total,7.4,ESTAT:SDG_16_20(1.0)
Estonia,2020,Total,5.5,ESTAT:SDG_16_20(1.0)
Estonia,2023,Total,4.3,ESTAT:SDG_16_20(1.0)
Greece,2003,Total,9.7,ESTAT:SDG_16_20(1.0)
Greece,2004,Total,7.8,ESTAT:SDG_16_20(1.0)
Greece,2005,Total,8.2,ESTAT:SDG_16_20(1.0)
Greece,2006,Total,8.5,ESTAT:SDG_16_20(1.0)
Greece,2007,Total,10.4,ESTAT:SDG_16_20(1.0)
Greece,2008,Total,12.0,ESTAT:SDG_16_20(1.0)
Greece,2009,Total,16.3,ESTAT:SDG_16_20(1.0)
Greece,2010,Total,19.1,ESTAT:SDG_16_20(1.0)
Greece,2011,Total,20.1,ESTAT:SDG_16_20(1.0)
Greece,2012,Total,20.1,ESTAT:SDG_16_20(1.0)
Greece,2013,Total,19.0,ESTAT:SDG_16_20(1.0)
Greece,2014,Total,16.1,ESTAT:SDG_16_20(1.0)
Greece,2015,Total,12.8,ESTAT:SDG_16_20(1.0)
Greece,2016,Total,11.8,ESTAT:SDG_16_20(1.0)
Greece,2017,Total,13.8,ESTAT:SDG_16_20(1.0)
Greece,2018,Total,13.5,ESTAT:SDG_16_20(1.0)
Greece,2019,Total,16.9,ESTAT:SDG_16_20(1.0)
Greece,2020,Total,18.1,ESTAT:SDG_16_20(1.0)
Greece,2023,Total,20.9,ESTAT:SDG_16_20(1.0)
Spain,2004,Total,18.4,ESTAT:SDG_16_20(1.0)
Spain,2005,Total,18.9,ESTAT:SDG_16_20(1.0)
Spain,2006,Total,19.3,ESTAT:SDG_16_20(1.0)
Spain,2007,Total,17.5,ESTAT:SDG_16_20(1.0)
Spain,2008,Total,14.7,ESTAT:SDG_16_20(1.0)
Spain,2009,Total,16.4,ESTAT:SDG_16_20(1.0)
Spain,2010,Total,13.0,ESTAT:SDG_16_20(1.0)
Spain,2011,Total,10.8,ESTAT:SDG_16_20(1.0)
Spain,2012,Total,10.1,ESTAT:SDG_16_20(1.0)
Spain,2013,Total,14.2,ESTAT:SDG_16_20(1.0)
Spain,2014,Total,11.9,ESTAT:SDG_16_20(1.0)
Spain,2015,Total,10.0,ESTAT:SDG_16_20(1.0)
Spain,2016,Total,10.3,ESTAT:SDG_16_20(1.0)
Spain,2017,Total,8.7,ESTAT:SDG_16_20(1.0)
Spain,2018,Total,10.9,ESTAT:SDG_16_20(1.0)
Spain,2019,Total,11.6,ESTAT:SDG_16_20(1.0)
Spain,2020,Total,14.1,ESTAT:SDG_16_20(1.0)
Spain,2023,Total,13.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,Total,14.1,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,Total,13.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,Total,14.5,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,Total,14.0,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,Total,13.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,Total,13.0,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,Total,12.0,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,Total,12.7,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,Total,12.3,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2007,Total,15.9,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2008,Total,14.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2009,Total,16.0,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2010,Total,14.4,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2011,Total,14.2,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2012,Total,13.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2013,Total,14.6,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2014,Total,14.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2015,Total,13.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2016,Total,13.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2017,Total,12.0,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2018,Total,12.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2019,Total,12.4,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2010,Total,13.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2011,Total,13.2,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2012,Total,12.8,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2013,Total,14.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2014,Total,13.6,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2015,Total,13.2,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2016,Total,12.5,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2017,Total,11.5,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2018,Total,11.5,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2019,Total,11.0,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2020,Total,10.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2023,Total,10.0,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2010,Total,14.4,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2011,Total,14.1,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2012,Total,13.6,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2013,Total,14.5,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2014,Total,14.0,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2015,Total,13.6,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2016,Total,13.0,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2017,Total,12.0,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2018,Total,12.7,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2019,Total,12.3,ESTAT:SDG_16_20(1.0)
Finland,2004,Total,16.8,ESTAT:SDG_16_20(1.0)
Finland,2005,Total,17.3,ESTAT:SDG_16_20(1.0)
Finland,2006,Total,15.3,ESTAT:SDG_16_20(1.0)
Finland,2007,Total,12.9,ESTAT:SDG_16_20(1.0)
Finland,2008,Total,13.1,ESTAT:SDG_16_20(1.0)
Finland,2009,Total,13.7,ESTAT:SDG_16_20(1.0)
Finland,2010,Total,8.7,ESTAT:SDG_16_20(1.0)
Finland,2011,Total,8.3,ESTAT:SDG_16_20(1.0)
Finland,2012,Total,8.6,ESTAT:SDG_16_20(1.0)
Finland,2013,Total,9.0,ESTAT:SDG_16_20(1.0)
Finland,2014,Total,7.0,ESTAT:SDG_16_20(1.0)
Finland,2015,Total,7.3,ESTAT:SDG_16_20(1.0)
Finland,2016,Total,6.5,ESTAT:SDG_16_20(1.0)
Finland,2017,Total,6.2,ESTAT:SDG_16_20(1.0)
Finland,2018,Total,7.0,ESTAT:SDG_16_20(1.0)
Finland,2019,Total,6.4,ESTAT:SDG_16_20(1.0)
Finland,2020,Total,7.0,ESTAT:SDG_16_20(1.0)
Finland,2023,Total,11.5,ESTAT:SDG_16_20(1.0)
France,2004,Total,22.3,ESTAT:SDG_16_20(1.0)
France,2005,Total,17.5,ESTAT:SDG_16_20(1.0)
France,2006,Total,16.1,ESTAT:SDG_16_20(1.0)
France,2007,Total,16.3,ESTAT:SDG_16_20(1.0)
France,2008,Total,14.8,ESTAT:SDG_16_20(1.0)
France,2009,Total,15.3,ESTAT:SDG_16_20(1.0)
France,2010,Total,15.6,ESTAT:SDG_16_20(1.0)
France,2011,Total,14.8,ESTAT:SDG_16_20(1.0)
France,2012,Total,14.7,ESTAT:SDG_16_20(1.0)
France,2013,Total,16.8,ESTAT:SDG_16_20(1.0)
France,2014,Total,15.3,ESTAT:SDG_16_20(1.0)
France,2015,Total,14.2,ESTAT:SDG_16_20(1.0)
France,2016,Total,14.8,ESTAT:SDG_16_20(1.0)
France,2017,Total,13.9,ESTAT:SDG_16_20(1.0)
France,2018,Total,14.9,ESTAT:SDG_16_20(1.0)
France,2019,Total,14.7,ESTAT:SDG_16_20(1.0)
France,2020,Total,17.7,ESTAT:SDG_16_20(1.0)
