country,year,vehicle,value,source
European Union - 28 countries (2013-2020),2008,"Motor coaches, buses and trolley buses",9.4,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2009,"Motor coaches, buses and trolley buses",9.0,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2010,"Motor coaches, buses and trolley buses",9.3,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2011,"Motor coaches, buses and trolley buses",9.6,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2012,"Motor coaches, buses and trolley buses",9.7,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2013,"Motor coaches, buses and trolley buses",9.8,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2014,"Motor coaches, buses and trolley buses",9.4,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2015,"Motor coaches, buses and trolley buses",9.4,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2016,"Motor coaches, buses and trolley buses",9.2,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2017,"Motor coaches, buses and trolley buses",8.9,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2018,"Motor coaches, buses and trolley buses",8.8,ESTAT:SDG_09_50(1.0)
European Union - 28 countries (2013-2020),2019,"Motor coaches, buses and trolley buses",9.1,ESTAT:SDG_09_50(1.0)
Finland,2000,"Motor coaches, buses and trolley buses",11.5,ESTAT:SDG_09_50(1.0)
Finland,2001,"Motor coaches, buses and trolley buses",11.3,ESTAT:SDG_09_50(1.0)
Finland,2002,"Motor coaches, buses and trolley buses",11.1,ESTAT:SDG_09_50(1.0)
Finland,2003,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Finland,2004,"Motor coaches, buses and trolley buses",10.6,ESTAT:SDG_09_50(1.0)
Finland,2005,"Motor coaches, buses and trolley buses",10.3,ESTAT:SDG_09_50(1.0)
Finland,2006,"Motor coaches, buses and trolley buses",10.3,ESTAT:SDG_09_50(1.0)
Finland,2007,"Motor coaches, buses and trolley buses",10.0,ESTAT:SDG_09_50(1.0)
Finland,2008,"Motor coaches, buses and trolley buses",10.1,ESTAT:SDG_09_50(1.0)
Finland,2009,"Motor coaches, buses and trolley buses",10.0,ESTAT:SDG_09_50(1.0)
Finland,2010,"Motor coaches, buses and trolley buses",9.9,ESTAT:SDG_09_50(1.0)
Finland,2011,"Motor coaches, buses and trolley buses",9.8,ESTAT:SDG_09_50(1.0)
Finland,2012,"Motor coaches, buses and trolley buses",9.8,ESTAT:SDG_09_50(1.0)
Finland,2013,"Motor coaches, buses and trolley buses",9.8,ESTAT:SDG_09_50(1.0)
Finland,2014,"Motor coaches, buses and trolley buses",9.8,ESTAT:SDG_09_50(1.0)
Finland,2015,"Motor coaches, buses and trolley buses",9.7,ESTAT:SDG_09_50(1.0)
Finland,2016,"Motor coaches, buses and trolley buses",10.5,ESTAT:SDG_09_50(1.0)
Finland,2017,"Motor coaches, buses and trolley buses",10.4,ESTAT:SDG_09_50(1.0)
Finland,2018,"Motor coaches, buses and trolley buses",10.1,ESTAT:SDG_09_50(1.0)
Finland,2019,"Motor coaches, buses and trolley buses",9.9,ESTAT:SDG_09_50(1.0)
Finland,2020,"Motor coaches, buses and trolley buses",9.2,ESTAT:SDG_09_50(1.0)
Finland,2021,"Motor coaches, buses and trolley buses",8.3,ESTAT:SDG_09_50(1.0)
Finland,2022,"Motor coaches, buses and trolley buses",9.4,ESTAT:SDG_09_50(1.0)
France,2000,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
France,2001,"Motor coaches, buses and trolley buses",4.9,ESTAT:SDG_09_50(1.0)
France,2002,"Motor coaches, buses and trolley buses",5.0,ESTAT:SDG_09_50(1.0)
France,2003,"Motor coaches, buses and trolley buses",5.0,ESTAT:SDG_09_50(1.0)
France,2004,"Motor coaches, buses and trolley buses",5.1,ESTAT:SDG_09_50(1.0)
France,2005,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
France,2006,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
France,2007,"Motor coaches, buses and trolley buses",5.5,ESTAT:SDG_09_50(1.0)
France,2008,"Motor coaches, buses and trolley buses",5.7,ESTAT:SDG_09_50(1.0)
France,2009,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
France,2010,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
France,2011,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
France,2012,"Motor coaches, buses and trolley buses",5.4,ESTAT:SDG_09_50(1.0)
France,2013,"Motor coaches, buses and trolley buses",6.2,ESTAT:SDG_09_50(1.0)
France,2014,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
France,2015,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
France,2016,"Motor coaches, buses and trolley buses",6.4,ESTAT:SDG_09_50(1.0)
France,2017,"Motor coaches, buses and trolley buses",6.4,ESTAT:SDG_09_50(1.0)
France,2018,"Motor coaches, buses and trolley buses",6.5,ESTAT:SDG_09_50(1.0)
France,2019,"Motor coaches, buses and trolley buses",6.4,ESTAT:SDG_09_50(1.0)
France,2020,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
France,2021,"Motor coaches, buses and trolley buses",4.9,ESTAT:SDG_09_50(1.0)
France,2022,"Motor coaches, buses and trolley buses",5.0,ESTAT:SDG_09_50(1.0)
Croatia,2000,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Croatia,2001,"Motor coaches, buses and trolley buses",13.5,ESTAT:SDG_09_50(1.0)
Croatia,2002,"Motor coaches, buses and trolley buses",13.3,ESTAT:SDG_09_50(1.0)
Croatia,2003,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Croatia,2004,"Motor coaches, buses and trolley buses",12.1,ESTAT:SDG_09_50(1.0)
Croatia,2005,"Motor coaches, buses and trolley buses",11.9,ESTAT:SDG_09_50(1.0)
Croatia,2006,"Motor coaches, buses and trolley buses",11.8,ESTAT:SDG_09_50(1.0)
Croatia,2007,"Motor coaches, buses and trolley buses",12.1,ESTAT:SDG_09_50(1.0)
Croatia,2008,"Motor coaches, buses and trolley buses",12.5,ESTAT:SDG_09_50(1.0)
Croatia,2009,"Motor coaches, buses and trolley buses",10.7,ESTAT:SDG_09_50(1.0)
Croatia,2010,"Motor coaches, buses and trolley buses",10.7,ESTAT:SDG_09_50(1.0)
Croatia,2011,"Motor coaches, buses and trolley buses",10.5,ESTAT:SDG_09_50(1.0)
Croatia,2012,"Motor coaches, buses and trolley buses",10.7,ESTAT:SDG_09_50(1.0)
Croatia,2013,"Motor coaches, buses and trolley buses",11.5,ESTAT:SDG_09_50(1.0)
Croatia,2014,"Motor coaches, buses and trolley buses",11.9,ESTAT:SDG_09_50(1.0)
Croatia,2015,"Motor coaches, buses and trolley buses",11.0,ESTAT:SDG_09_50(1.0)
Croatia,2016,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Croatia,2017,"Motor coaches, buses and trolley buses",13.4,ESTAT:SDG_09_50(1.0)
Croatia,2018,"Motor coaches, buses and trolley buses",12.7,ESTAT:SDG_09_50(1.0)
Croatia,2019,"Motor coaches, buses and trolley buses",13.4,ESTAT:SDG_09_50(1.0)
Croatia,2020,"Motor coaches, buses and trolley buses",9.1,ESTAT:SDG_09_50(1.0)
Croatia,2021,"Motor coaches, buses and trolley buses",9.2,ESTAT:SDG_09_50(1.0)
Croatia,2022,"Motor coaches, buses and trolley buses",11.6,ESTAT:SDG_09_50(1.0)
Hungary,2000,"Motor coaches, buses and trolley buses",25.0,ESTAT:SDG_09_50(1.0)
Hungary,2001,"Motor coaches, buses and trolley buses",24.9,ESTAT:SDG_09_50(1.0)
Hungary,2002,"Motor coaches, buses and trolley buses",24.7,ESTAT:SDG_09_50(1.0)
Hungary,2003,"Motor coaches, buses and trolley buses",24.6,ESTAT:SDG_09_50(1.0)
Hungary,2004,"Motor coaches, buses and trolley buses",22.7,ESTAT:SDG_09_50(1.0)
Hungary,2005,"Motor coaches, buses and trolley buses",23.4,ESTAT:SDG_09_50(1.0)
Hungary,2006,"Motor coaches, buses and trolley buses",22.1,ESTAT:SDG_09_50(1.0)
Hungary,2007,"Motor coaches, buses and trolley buses",21.1,ESTAT:SDG_09_50(1.0)
Hungary,2008,"Motor coaches, buses and trolley buses",24.2,ESTAT:SDG_09_50(1.0)
Hungary,2009,"Motor coaches, buses and trolley buses",20.7,ESTAT:SDG_09_50(1.0)
Hungary,2010,"Motor coaches, buses and trolley buses",21.5,ESTAT:SDG_09_50(1.0)
Hungary,2011,"Motor coaches, buses and trolley buses",21.5,ESTAT:SDG_09_50(1.0)
Hungary,2012,"Motor coaches, buses and trolley buses",22.3,ESTAT:SDG_09_50(1.0)
Hungary,2013,"Motor coaches, buses and trolley buses",21.4,ESTAT:SDG_09_50(1.0)
Hungary,2014,"Motor coaches, buses and trolley buses",21.3,ESTAT:SDG_09_50(1.0)
Hungary,2015,"Motor coaches, buses and trolley buses",20.9,ESTAT:SDG_09_50(1.0)
Hungary,2016,"Motor coaches, buses and trolley buses",21.5,ESTAT:SDG_09_50(1.0)
Hungary,2017,"Motor coaches, buses and trolley buses",21.1,ESTAT:SDG_09_50(1.0)
Hungary,2018,"Motor coaches, buses and trolley buses",19.3,ESTAT:SDG_09_50(1.0)
Hungary,2019,"Motor coaches, buses and trolley buses",18.6,ESTAT:SDG_09_50(1.0)
Hungary,2020,"Motor coaches, buses and trolley buses",15.3,ESTAT:SDG_09_50(1.0)
Hungary,2021,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
Hungary,2022,"Motor coaches, buses and trolley buses",15.6,ESTAT:SDG_09_50(1.0)
Ireland,2000,"Motor coaches, buses and trolley buses",16.2,ESTAT:SDG_09_50(1.0)
Ireland,2001,"Motor coaches, buses and trolley buses",16.1,ESTAT:SDG_09_50(1.0)
Ireland,2002,"Motor coaches, buses and trolley buses",15.6,ESTAT:SDG_09_50(1.0)
Ireland,2003,"Motor coaches, buses and trolley buses",15.3,ESTAT:SDG_09_50(1.0)
Ireland,2004,"Motor coaches, buses and trolley buses",15.1,ESTAT:SDG_09_50(1.0)
Ireland,2005,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Ireland,2006,"Motor coaches, buses and trolley buses",14.4,ESTAT:SDG_09_50(1.0)
Ireland,2007,"Motor coaches, buses and trolley buses",14.2,ESTAT:SDG_09_50(1.0)
Ireland,2008,"Motor coaches, buses and trolley buses",14.4,ESTAT:SDG_09_50(1.0)
Ireland,2009,"Motor coaches, buses and trolley buses",15.0,ESTAT:SDG_09_50(1.0)
Ireland,2010,"Motor coaches, buses and trolley buses",14.5,ESTAT:SDG_09_50(1.0)
Ireland,2011,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Ireland,2012,"Motor coaches, buses and trolley buses",14.4,ESTAT:SDG_09_50(1.0)
Ireland,2013,"Motor coaches, buses and trolley buses",14.1,ESTAT:SDG_09_50(1.0)
Ireland,2014,"Motor coaches, buses and trolley buses",14.7,ESTAT:SDG_09_50(1.0)
Ireland,2015,"Motor coaches, buses and trolley buses",13.7,ESTAT:SDG_09_50(1.0)
Ireland,2016,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Ireland,2017,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
Ireland,2018,"Motor coaches, buses and trolley buses",15.0,ESTAT:SDG_09_50(1.0)
Ireland,2019,"Motor coaches, buses and trolley buses",14.9,ESTAT:SDG_09_50(1.0)
Ireland,2020,"Motor coaches, buses and trolley buses",12.5,ESTAT:SDG_09_50(1.0)
Ireland,2021,"Motor coaches, buses and trolley buses",13.0,ESTAT:SDG_09_50(1.0)
Ireland,2022,"Motor coaches, buses and trolley buses",15.9,ESTAT:SDG_09_50(1.0)
Iceland,2000,"Motor coaches, buses and trolley buses",13.0,ESTAT:SDG_09_50(1.0)
Iceland,2001,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2002,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2003,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2004,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2005,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2006,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2007,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2008,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2009,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2010,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2011,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2012,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2013,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2014,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2015,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2016,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2017,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2018,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2019,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2020,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2021,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2022,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Italy,2000,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Italy,2001,"Motor coaches, buses and trolley buses",11.1,ESTAT:SDG_09_50(1.0)
Italy,2002,"Motor coaches, buses and trolley buses",11.2,ESTAT:SDG_09_50(1.0)
Italy,2003,"Motor coaches, buses and trolley buses",11.3,ESTAT:SDG_09_50(1.0)
Italy,2004,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Italy,2005,"Motor coaches, buses and trolley buses",12.2,ESTAT:SDG_09_50(1.0)
Italy,2006,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Italy,2007,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Italy,2008,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Italy,2009,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Italy,2010,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Italy,2011,"Motor coaches, buses and trolley buses",13.2,ESTAT:SDG_09_50(1.0)
Italy,2012,"Motor coaches, buses and trolley buses",14.7,ESTAT:SDG_09_50(1.0)
Italy,2013,"Motor coaches, buses and trolley buses",14.1,ESTAT:SDG_09_50(1.0)
Italy,2014,"Motor coaches, buses and trolley buses",12.9,ESTAT:SDG_09_50(1.0)
Italy,2015,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Italy,2016,"Motor coaches, buses and trolley buses",11.9,ESTAT:SDG_09_50(1.0)
Italy,2017,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Italy,2018,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Italy,2019,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Italy,2020,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Italy,2021,"Motor coaches, buses and trolley buses",11.3,ESTAT:SDG_09_50(1.0)
Italy,2022,"Motor coaches, buses and trolley buses",12.0,ESTAT:SDG_09_50(1.0)
Lithuania,2000,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Lithuania,2001,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Lithuania,2002,"Motor coaches, buses and trolley buses",15.4,ESTAT:SDG_09_50(1.0)
Lithuania,2003,"Motor coaches, buses and trolley buses",13.1,ESTAT:SDG_09_50(1.0)
Lithuania,2004,"Motor coaches, buses and trolley buses",12.0,ESTAT:SDG_09_50(1.0)
Lithuania,2005,"Motor coaches, buses and trolley buses",9.5,ESTAT:SDG_09_50(1.0)
Lithuania,2006,"Motor coaches, buses and trolley buses",8.5,ESTAT:SDG_09_50(1.0)
Lithuania,2007,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Lithuania,2008,"Motor coaches, buses and trolley buses",8.2,ESTAT:SDG_09_50(1.0)
Lithuania,2009,"Motor coaches, buses and trolley buses",7.1,ESTAT:SDG_09_50(1.0)
Lithuania,2010,"Motor coaches, buses and trolley buses",7.6,ESTAT:SDG_09_50(1.0)
Lithuania,2011,"Motor coaches, buses and trolley buses",8.3,ESTAT:SDG_09_50(1.0)
Lithuania,2012,"Motor coaches, buses and trolley buses",7.3,ESTAT:SDG_09_50(1.0)
Lithuania,2013,"Motor coaches, buses and trolley buses",7.8,ESTAT:SDG_09_50(1.0)
Lithuania,2014,"Motor coaches, buses and trolley buses",10.8,ESTAT:SDG_09_50(1.0)
Lithuania,2015,"Motor coaches, buses and trolley buses",9.9,ESTAT:SDG_09_50(1.0)
Lithuania,2016,"Motor coaches, buses and trolley buses",9.1,ESTAT:SDG_09_50(1.0)
Lithuania,2017,"Motor coaches, buses and trolley buses",8.0,ESTAT:SDG_09_50(1.0)
Lithuania,2018,"Motor coaches, buses and trolley buses",8.5,ESTAT:SDG_09_50(1.0)
Lithuania,2019,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Lithuania,2020,"Motor coaches, buses and trolley buses",5.1,ESTAT:SDG_09_50(1.0)
Lithuania,2021,"Motor coaches, buses and trolley buses",4.5,ESTAT:SDG_09_50(1.0)
Lithuania,2022,"Motor coaches, buses and trolley buses",6.0,ESTAT:SDG_09_50(1.0)
Luxembourg,2000,"Motor coaches, buses and trolley buses",9.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2001,"Motor coaches, buses and trolley buses",9.7,ESTAT:SDG_09_50(1.0)
Luxembourg,2002,"Motor coaches, buses and trolley buses",10.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2003,"Motor coaches, buses and trolley buses",10.6,ESTAT:SDG_09_50(1.0)
Luxembourg,2004,"Motor coaches, buses and trolley buses",10.8,ESTAT:SDG_09_50(1.0)
Luxembourg,2005,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Luxembourg,2006,"Motor coaches, buses and trolley buses",10.8,ESTAT:SDG_09_50(1.0)
Luxembourg,2007,"Motor coaches, buses and trolley buses",11.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2008,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2009,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2010,"Motor coaches, buses and trolley buses",12.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2011,"Motor coaches, buses and trolley buses",12.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2012,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2013,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2014,"Motor coaches, buses and trolley buses",12.2,ESTAT:SDG_09_50(1.0)
Luxembourg,2015,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2016,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Luxembourg,2017,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2018,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2019,"Motor coaches, buses and trolley buses",12.6,ESTAT:SDG_09_50(1.0)
Luxembourg,2020,"Motor coaches, buses and trolley buses",10.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2021,"Motor coaches, buses and trolley buses",10.2,ESTAT:SDG_09_50(1.0)
Luxembourg,2022,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Latvia,2000,"Motor coaches, buses and trolley buses",18.4,ESTAT:SDG_09_50(1.0)
Latvia,2001,"Motor coaches, buses and trolley buses",15.3,ESTAT:SDG_09_50(1.0)
Latvia,2002,"Motor coaches, buses and trolley buses",18.6,ESTAT:SDG_09_50(1.0)
Latvia,2003,"Motor coaches, buses and trolley buses",19.4,ESTAT:SDG_09_50(1.0)
Latvia,2004,"Motor coaches, buses and trolley buses",21.1,ESTAT:SDG_09_50(1.0)
Latvia,2005,"Motor coaches, buses and trolley buses",21.1,ESTAT:SDG_09_50(1.0)
Latvia,2006,"Motor coaches, buses and trolley buses",18.0,ESTAT:SDG_09_50(1.0)
Latvia,2007,"Motor coaches, buses and trolley buses",15.7,ESTAT:SDG_09_50(1.0)
Latvia,2008,"Motor coaches, buses and trolley buses",16.1,ESTAT:SDG_09_50(1.0)
Latvia,2009,"Motor coaches, buses and trolley buses",15.1,ESTAT:SDG_09_50(1.0)
Latvia,2010,"Motor coaches, buses and trolley buses",17.1,ESTAT:SDG_09_50(1.0)
Latvia,2011,"Motor coaches, buses and trolley buses",18.9,ESTAT:SDG_09_50(1.0)
Latvia,2012,"Motor coaches, buses and trolley buses",18.3,ESTAT:SDG_09_50(1.0)
Latvia,2013,"Motor coaches, buses and trolley buses",18.0,ESTAT:SDG_09_50(1.0)
Latvia,2014,"Motor coaches, buses and trolley buses",17.0,ESTAT:SDG_09_50(1.0)
Latvia,2015,"Motor coaches, buses and trolley buses",15.8,ESTAT:SDG_09_50(1.0)
Latvia,2016,"Motor coaches, buses and trolley buses",15.1,ESTAT:SDG_09_50(1.0)
Latvia,2017,"Motor coaches, buses and trolley buses",14.0,ESTAT:SDG_09_50(1.0)
Latvia,2018,"Motor coaches, buses and trolley buses",13.9,ESTAT:SDG_09_50(1.0)
Latvia,2019,"Motor coaches, buses and trolley buses",13.7,ESTAT:SDG_09_50(1.0)
Latvia,2020,"Motor coaches, buses and trolley buses",9.9,ESTAT:SDG_09_50(1.0)
Latvia,2021,"Motor coaches, buses and trolley buses",9.1,ESTAT:SDG_09_50(1.0)
Latvia,2022,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Montenegro,2010,"Motor coaches, buses and trolley buses",1.9,ESTAT:SDG_09_50(1.0)
Montenegro,2011,"Motor coaches, buses and trolley buses",2.0,ESTAT:SDG_09_50(1.0)
Montenegro,2012,"Motor coaches, buses and trolley buses",2.7,ESTAT:SDG_09_50(1.0)
Montenegro,2013,"Motor coaches, buses and trolley buses",2.6,ESTAT:SDG_09_50(1.0)
Montenegro,2014,"Motor coaches, buses and trolley buses",2.6,ESTAT:SDG_09_50(1.0)
Montenegro,2015,"Motor coaches, buses and trolley buses",2.6,ESTAT:SDG_09_50(1.0)
Montenegro,2016,"Motor coaches, buses and trolley buses",2.4,ESTAT:SDG_09_50(1.0)
Montenegro,2017,"Motor coaches, buses and trolley buses",2.4,ESTAT:SDG_09_50(1.0)
Montenegro,2018,"Motor coaches, buses and trolley buses",2.3,ESTAT:SDG_09_50(1.0)
Montenegro,2019,"Motor coaches, buses and trolley buses",2.1,ESTAT:SDG_09_50(1.0)
Montenegro,2020,"Motor coaches, buses and trolley buses",0.7,ESTAT:SDG_09_50(1.0)
Montenegro,2021,"Motor coaches, buses and trolley buses",0.7,ESTAT:SDG_09_50(1.0)
Montenegro,2022,"Motor coaches, buses and trolley buses",1.0,ESTAT:SDG_09_50(1.0)
North Macedonia,2000,"Motor coaches, buses and trolley buses",13.5,ESTAT:SDG_09_50(1.0)
North Macedonia,2001,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
North Macedonia,2002,"Motor coaches, buses and trolley buses",16.7,ESTAT:SDG_09_50(1.0)
North Macedonia,2003,"Motor coaches, buses and trolley buses",23.6,ESTAT:SDG_09_50(1.0)
North Macedonia,2004,"Motor coaches, buses and trolley buses",19.8,ESTAT:SDG_09_50(1.0)
North Macedonia,2005,"Motor coaches, buses and trolley buses",19.1,ESTAT:SDG_09_50(1.0)
