country,year,unit9,vehicle,bus_train
Greece,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Greece,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Greece,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Greece,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.2
Greece,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.9
Greece,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.4
Spain,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Spain,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Spain,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Spain,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Spain,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Spain,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Spain,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Spain,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Spain,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7
Spain,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Spain,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Spain,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.1
Spain,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3
Spain,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3
Spain,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Spain,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Spain,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Spain,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8
Spain,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Spain,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.4
Spain,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.5
Spain,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.3
Spain,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
European Union - 27 countries (from 2020),2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
European Union - 27 countries (from 2020),2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
European Union - 27 countries (from 2020),2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
European Union - 27 countries (from 2020),2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
European Union - 27 countries (from 2020),2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
European Union - 27 countries (from 2020),2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
European Union - 27 countries (from 2020),2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
European Union - 27 countries (from 2020),2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
European Union - 27 countries (from 2020),2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
European Union - 27 countries (from 2020),2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5
European Union - 27 countries (from 2020),2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
European Union - 27 countries (from 2020),2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
European Union - 27 countries (from 2020),2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8
European Union - 27 countries (from 2020),2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
European Union - 27 countries (from 2020),2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
European Union - 27 countries (from 2020),2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
European Union - 27 countries (from 2020),2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
European Union - 27 countries (from 2020),2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
European Union - 27 countries (from 2020),2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
European Union - 27 countries (from 2020),2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
European Union - 27 countries (from 2020),2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0
European Union - 27 countries (from 2020),2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
European Union - 27 countries (from 2020),2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
European Union - 28 countries (2013-2020),2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
European Union - 28 countries (2013-2020),2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.8
European Union - 28 countries (2013-2020),2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
European Union - 28 countries (2013-2020),2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
European Union - 28 countries (2013-2020),2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
European Union - 28 countries (2013-2020),2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.8
European Union - 28 countries (2013-2020),2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
European Union - 28 countries (2013-2020),2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
European Union - 28 countries (2013-2020),2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
European Union - 28 countries (2013-2020),2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
European Union - 28 countries (2013-2020),2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
European Union - 28 countries (2013-2020),2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
European Union - 28 countries (2013-2020),2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
European Union - 28 countries (2013-2020),2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
European Union - 28 countries (2013-2020),2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
European Union - 28 countries (2013-2020),2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
European Union - 28 countries (2013-2020),2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
European Union - 28 countries (2013-2020),2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
European Union - 28 countries (2013-2020),2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
European Union - 28 countries (2013-2020),2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Finland,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Finland,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Finland,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.9
Finland,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6
Finland,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.2
Finland,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5
Finland,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
Finland,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Finland,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8
Finland,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Finland,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.4
Finland,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
Finland,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
Finland,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
Finland,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0
Finland,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.3
Finland,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
France,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
France,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
France,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6
France,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
France,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
France,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2
France,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.7
France,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
France,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
France,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.6
France,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
France,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
France,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
France,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3
France,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
France,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
France,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
France,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
France,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
France,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
France,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0
France,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
France,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7
Croatia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Croatia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Croatia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8
Croatia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8
Croatia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Croatia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.2
Croatia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3
Croatia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Croatia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8
Croatia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
Croatia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3
Croatia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.4
Croatia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2
Croatia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Croatia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.9
Croatia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1
Croatia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Croatia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7
Croatia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.2
Croatia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
Croatia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.1
Croatia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2
Croatia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Hungary,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",37.9
Hungary,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.3
Hungary,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.7
Hungary,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.0
Hungary,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",36.2
Hungary,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",36.0
Hungary,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",34.1
Hungary,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",32.1
Hungary,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",34.3
Hungary,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.9
Hungary,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.5
Hungary,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.7
Hungary,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",32.4
Hungary,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.7
Hungary,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",31.4
Hungary,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.5
Hungary,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.8
Hungary,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.0
Hungary,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.1
Hungary,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.1
Hungary,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.2
Hungary,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7
Hungary,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.8
Ireland,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Ireland,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.5
Ireland,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Ireland,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Ireland,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Ireland,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
Ireland,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Ireland,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Ireland,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Ireland,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
Ireland,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Ireland,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Ireland,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Ireland,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.8
Ireland,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Ireland,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
Ireland,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6
Ireland,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Ireland,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Ireland,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2
Ireland,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Ireland,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Ireland,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Iceland,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0
Iceland,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Iceland,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Iceland,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Iceland,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Iceland,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Iceland,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Iceland,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4
Italy,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
Italy,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Italy,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Italy,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Italy,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Italy,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2
Italy,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Italy,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Italy,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Italy,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Italy,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Italy,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9
Italy,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.1
Italy,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3
Italy,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Italy,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Italy,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Italy,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Italy,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Italy,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Italy,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Italy,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
Italy,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Lithuania,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8
Lithuania,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Lithuania,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Lithuania,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Lithuania,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.9
Lithuania,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2
Lithuania,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.1
Lithuania,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.0
Lithuania,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.8
Lithuania,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",7.7
Lithuania,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.3
Lithuania,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.2
Lithuania,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.1
Lithuania,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.6
Lithuania,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.7
Lithuania,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.8
Lithuania,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.1
Lithuania,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",8.9
Lithuania,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.6
Lithuania,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",9.4
Lithuania,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",5.8
Lithuania,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",5.3
Lithuania,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",7.1
Luxembourg,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Luxembourg,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8
Luxembourg,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Luxembourg,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Luxembourg,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Luxembourg,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Luxembourg,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.7
Luxembourg,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1
Luxembourg,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
Luxembourg,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6
Luxembourg,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5
Luxembourg,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Luxembourg,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Luxembourg,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Luxembourg,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
Luxembourg,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Luxembourg,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Luxembourg,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Luxembourg,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1
Luxembourg,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Luxembourg,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4
Luxembourg,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7
Luxembourg,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Latvia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.1
Latvia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Latvia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4
Latvia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3
Latvia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2
Latvia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.5
Latvia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4
Latvia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Latvia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.3
Latvia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8
Latvia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8
Latvia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.8
Latvia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.1
Latvia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7
Latvia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.0
Latvia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3
Latvia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Latvia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Latvia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Latvia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2
Latvia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.3
Latvia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5
Latvia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
Montenegro,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.0
Montenegro,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6
Montenegro,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.2
Montenegro,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.3
Montenegro,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.4
Montenegro,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.5
Montenegro,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",4.2
Montenegro,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6
Montenegro,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6
Montenegro,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",3.4
Montenegro,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",1.4
Montenegro,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",1.5
Montenegro,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",2.0
North Macedonia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5
